N,R,D,GPU,Network,Approach,transfer_NxN,matmul_NxN,matmul_NxN_x_Nx1,matmul_RxN_x_NxN,inverse_NxN,transfer_Nx1,transfer_RxN,addition_NxN,addition_Nx1,addition_RxN,randgen_NxN,randgen_Nx1,decentralized_protocol,total_time
250,100,2,A40,DataCenter,floating-point,0.0009,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.0005016,0.00066,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,0.31602286220582254,0.32878464081652065
250,100,2,A40,DataCenter,fixed-point,0.0009,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.0005016,0.00066,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,0.31602286220582254,0.331717607680164
250,100,2,A100 80GB PCIe,Residential,floating-point,0.07,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.03016,0.046,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,2.021524374593451,2.6276751987213434
250,100,2,A100 80GB PCIe,Residential,fixed-point,0.07,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.03016,0.046,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,2.021524374593451,2.6327322823802173
250,100,2,A100 80GB PCIe,Enterprise,floating-point,0.009000000000000001,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.0050160000000000005,0.0066,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,0.5755018588164853,0.6614206829443778
250,100,2,A100 80GB PCIe,Enterprise,fixed-point,0.009000000000000001,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.0050160000000000005,0.0066,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,0.5755018588164853,0.666477766603252
250,100,2,A100 80GB PCIe,DataCenter,floating-point,0.0009,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.0005016,0.00066,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,0.31602286220582254,0.32791848633371523
250,100,2,A100 80GB PCIe,DataCenter,fixed-point,0.0009,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.0005016,0.00066,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,0.31602286220582254,0.33297556999258926
250,100,2,H200,Residential,floating-point,0.07,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.03016,0.046,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,2.021524374593451,2.6263258320757035
250,100,2,H200,Residential,fixed-point,0.07,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.03016,0.046,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,2.021524374593451,2.629330024538516
250,100,2,H200,Enterprise,floating-point,0.009000000000000001,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.0050160000000000005,0.0066,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,0.5755018588164853,0.6600713162987389
250,100,2,H200,Enterprise,fixed-point,0.009000000000000001,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.0050160000000000005,0.0066,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,0.5755018588164853,0.6630755087615506
250,100,2,H200,DataCenter,floating-point,0.0009,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.0005016,0.00066,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,0.31602286220582254,0.32656911968807606
250,100,2,H200,DataCenter,fixed-point,0.0009,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.0005016,0.00066,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,0.31602286220582254,0.329573312150888
250,100,2,NVIDIA H100,Residential,floating-point,0.07,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.03016,0.046,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,2.021524374593451,2.6265095223653603
250,100,2,NVIDIA H100,Residential,fixed-point,0.07,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.03016,0.046,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,2.021524374593451,2.6300906192219053
250,100,2,NVIDIA H100,Enterprise,floating-point,0.009000000000000001,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.0050160000000000005,0.0066,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,0.5755018588164853,0.6602550065883951
250,100,2,NVIDIA H100,Enterprise,fixed-point,0.009000000000000001,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.0050160000000000005,0.0066,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,0.5755018588164853,0.6638361034449395
250,100,2,NVIDIA H100,DataCenter,floating-point,0.0009,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.0005016,0.00066,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,0.31602286220582254,0.3267528099777324
250,100,2,NVIDIA H100,DataCenter,fixed-point,0.0009,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.0005016,0.00066,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,0.31602286220582254,0.3303339068342767
250,100,3,A40,Residential,floating-point,0.07,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.03016,0.046,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,1.4944950215959578,2.1015120002066565
250,100,3,A40,Residential,fixed-point,0.07,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.03016,0.046,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,1.4944950215959578,2.1044449670702985
250,100,3,A40,Enterprise,floating-point,0.009000000000000001,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.0050160000000000005,0.0066,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,0.4254634145054169,0.5122483931161149
250,100,3,A40,Enterprise,fixed-point,0.009000000000000001,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.0050160000000000005,0.0066,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,0.4254634145054169,0.5151813599797587
250,100,3,A40,DataCenter,floating-point,0.0009,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.0005016,0.00066,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,0.2336328961514948,0.24639467476219296
250,100,3,A40,DataCenter,fixed-point,0.0009,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.0005016,0.00066,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,0.2336328961514948,0.24932764162583626
250,100,3,A100 80GB PCIe,Residential,floating-point,0.07,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.03016,0.046,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,1.4944950215959578,2.1006458457238506
250,100,3,A100 80GB PCIe,Residential,fixed-point,0.07,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.03016,0.046,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,1.4944950215959578,2.1057029293827245
250,100,3,A100 80GB PCIe,Enterprise,floating-point,0.009000000000000001,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.0050160000000000005,0.0066,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,0.4254634145054169,0.5113822386333094
250,100,3,A100 80GB PCIe,Enterprise,fixed-point,0.009000000000000001,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.0050160000000000005,0.0066,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,0.4254634145054169,0.5164393222921836
250,100,3,A100 80GB PCIe,DataCenter,floating-point,0.0009,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.0005016,0.00066,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,0.2336328961514948,0.24552852027938746
250,100,3,A100 80GB PCIe,DataCenter,fixed-point,0.0009,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.0005016,0.00066,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,0.2336328961514948,0.25058560393826146
250,100,3,H200,Residential,floating-point,0.07,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.03016,0.046,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,1.4944950215959578,2.0992964790782107
250,100,3,H200,Residential,fixed-point,0.07,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.03016,0.046,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,1.4944950215959578,2.1023006715410233
250,100,3,H200,Enterprise,floating-point,0.009000000000000001,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.0050160000000000005,0.0066,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,0.4254634145054169,0.5100328719876706
250,100,3,H200,Enterprise,fixed-point,0.009000000000000001,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.0050160000000000005,0.0066,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,0.4254634145054169,0.5130370644504822
250,100,3,H200,DataCenter,floating-point,0.0009,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.0005016,0.00066,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,0.2336328961514948,0.24417915363374826
250,100,3,H200,DataCenter,fixed-point,0.0009,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.0005016,0.00066,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,0.2336328961514948,0.24718334609656017
250,100,3,NVIDIA H100,Residential,floating-point,0.07,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.03016,0.046,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,1.4944950215959578,2.0994801693678675
250,100,3,NVIDIA H100,Residential,fixed-point,0.07,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.03016,0.046,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,1.4944950215959578,2.1030612662244126
250,100,3,NVIDIA H100,Enterprise,floating-point,0.009000000000000001,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.0050160000000000005,0.0066,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,0.4254634145054169,0.5102165622773267
250,100,3,NVIDIA H100,Enterprise,fixed-point,0.009000000000000001,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.0050160000000000005,0.0066,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,0.4254634145054169,0.5137976591338711
250,100,3,NVIDIA H100,DataCenter,floating-point,0.0009,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.0005016,0.00066,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,0.2336328961514948,0.2443628439234046
250,100,3,NVIDIA H100,DataCenter,fixed-point,0.0009,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.0005016,0.00066,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,0.2336328961514948,0.24794394077994908
250,100,4,A40,Residential,floating-point,0.07,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.03016,0.046,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,1.255244495133926,1.8622614737446241
250,100,4,A40,Residential,fixed-point,0.07,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.03016,0.046,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,1.255244495133926,1.8651944406082674
250,100,4,A40,Enterprise,floating-point,0.009000000000000001,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.0050160000000000005,0.0066,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,0.3573518822220565,0.4441368608327546
250,100,4,A40,Enterprise,fixed-point,0.009000000000000001,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.0050160000000000005,0.0066,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,0.3573518822220565,0.44706982769639797
250,100,4,A40,DataCenter,floating-point,0.0009,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.0005016,0.00066,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,0.19623110317435755,0.2089928817850557
250,100,4,A40,DataCenter,fixed-point,0.0009,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.0005016,0.00066,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,0.19623110317435755,0.211925848648699
250,100,4,A100 80GB PCIe,Residential,floating-point,0.07,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.03016,0.046,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,1.255244495133926,1.8613953192618187
250,100,4,A100 80GB PCIe,Residential,fixed-point,0.07,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.03016,0.046,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,1.255244495133926,1.8664524029206926
250,100,4,A100 80GB PCIe,Enterprise,floating-point,0.009000000000000001,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.0050160000000000005,0.0066,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,0.3573518822220565,0.4432707063499492
250,100,4,A100 80GB PCIe,Enterprise,fixed-point,0.009000000000000001,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.0050160000000000005,0.0066,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,0.3573518822220565,0.4483277900088232
250,100,4,A100 80GB PCIe,DataCenter,floating-point,0.0009,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.0005016,0.00066,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,0.19623110317435755,0.2081267273022502
250,100,4,A100 80GB PCIe,DataCenter,fixed-point,0.0009,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.0005016,0.00066,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,0.19623110317435755,0.2131838109611242
250,100,4,H200,Residential,floating-point,0.07,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.03016,0.046,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,1.255244495133926,1.8600459526161794
250,100,4,H200,Residential,fixed-point,0.07,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.03016,0.046,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,1.255244495133926,1.8630501450789914
250,100,4,H200,Enterprise,floating-point,0.009000000000000001,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.0050160000000000005,0.0066,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,0.3573518822220565,0.44192133970431
250,100,4,H200,Enterprise,fixed-point,0.009000000000000001,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.0050160000000000005,0.0066,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,0.3573518822220565,0.44492553216712194
250,100,4,H200,DataCenter,floating-point,0.0009,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.0005016,0.00066,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,0.19623110317435755,0.206777360656611
250,100,4,H200,DataCenter,fixed-point,0.0009,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.0005016,0.00066,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,0.19623110317435755,0.20978155311942293
250,100,4,NVIDIA H100,Residential,floating-point,0.07,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.03016,0.046,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,1.255244495133926,1.860229642905836
250,100,4,NVIDIA H100,Residential,fixed-point,0.07,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.03016,0.046,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,1.255244495133926,1.8638107397623804
250,100,4,NVIDIA H100,Enterprise,floating-point,0.009000000000000001,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.0050160000000000005,0.0066,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,0.3573518822220565,0.44210502999396634
250,100,4,NVIDIA H100,Enterprise,fixed-point,0.009000000000000001,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.0050160000000000005,0.0066,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,0.3573518822220565,0.4456861268505107
250,100,4,NVIDIA H100,DataCenter,floating-point,0.0009,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.0005016,0.00066,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,0.19623110317435755,0.20696105094626735
250,100,4,NVIDIA H100,DataCenter,fixed-point,0.0009,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.0005016,0.00066,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,0.19623110317435755,0.21054214780281183
250,100,5,A40,Residential,floating-point,0.07,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.03016,0.046,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,1.1088161775556256,1.7158331561663238
250,100,5,A40,Residential,fixed-point,0.07,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.03016,0.046,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,1.1088161775556256,1.7187661230299671
250,100,5,A40,Enterprise,floating-point,0.009000000000000001,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.0050160000000000005,0.0066,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,0.3156656329693705,0.4024506115800687
250,100,5,A40,Enterprise,fixed-point,0.009000000000000001,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.0050160000000000005,0.0066,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,0.3156656329693705,0.40538357844371203
250,100,5,A40,DataCenter,floating-point,0.0009,0.0001817932352423668,9.2209386639297e-05,0.00018402100540697574,0.0018879065290093422,0.0005016,0.00066,2.7327204588800668e-05,1.0930881835520268e-07,3.257999196648598e-05,0.00012506991624832152,0.00012506991624832152,0.1733401122911118,0.18610189090180995
250,100,5,A40,DataCenter,fixed-point,0.0009,0.0002733265981078148,0.0002795442007482052,0.00027968160575255754,0.0018879065290093422,0.0005016,0.00066,2.582281595095992e-05,1.0329126380383968e-07,2.5653385091573e-05,0.0005144879221916198,0.0005144879221916198,0.1733401122911118,0.18903485776545326
250,100,5,A100 80GB PCIe,Residential,floating-point,0.07,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.03016,0.046,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,1.1088161775556256,1.7149670016835183
250,100,5,A100 80GB PCIe,Residential,fixed-point,0.07,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.03016,0.046,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,1.1088161775556256,1.7200240853423923
250,100,5,A100 80GB PCIe,Enterprise,floating-point,0.009000000000000001,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.0050160000000000005,0.0066,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,0.3156656329693705,0.40158445709726326
250,100,5,A100 80GB PCIe,Enterprise,fixed-point,0.009000000000000001,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.0050160000000000005,0.0066,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,0.3156656329693705,0.4066415407561373
250,100,5,A100 80GB PCIe,DataCenter,floating-point,0.0009,0.00010057054460048676,9.557480613390605e-05,0.00015911459922790527,0.000859922543168068,0.0005016,0.00066,5.030632019042969e-05,2.0122528076171874e-07,3.0466665824254353e-05,0.0002700590994209051,0.0002700590994209051,0.1733401122911118,0.18523573641900445
250,100,5,A100 80GB PCIe,DataCenter,fixed-point,0.0009,0.0003261301666498184,0.0003258523841698964,0.0003314204514026642,0.000859922543168068,0.0005016,0.00066,3.466382622718811e-05,1.3865530490875244e-07,4.342322548230489e-05,0.0009110697545111179,0.0009110697545111179,0.1733401122911118,0.19029282007787846
250,100,5,H200,Residential,floating-point,0.07,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.03016,0.046,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,1.1088161775556256,1.7136176350378791
250,100,5,H200,Residential,fixed-point,0.07,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.03016,0.046,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,1.1088161775556256,1.716621827500691
250,100,5,H200,Enterprise,floating-point,0.009000000000000001,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.0050160000000000005,0.0066,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,0.3156656329693705,0.4002350904516241
250,100,5,H200,Enterprise,fixed-point,0.009000000000000001,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.0050160000000000005,0.0066,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,0.3156656329693705,0.403239282914436
250,100,5,H200,DataCenter,floating-point,0.0009,0.00012291683815419675,6.333428124586742e-05,6.887565056482951e-05,0.0006951152812689543,0.0005016,0.00066,2.4735306700070698e-05,9.894122680028279e-08,2.3859863479932148e-05,7.397048175334932e-05,7.397048175334932e-05,0.1733401122911118,0.18388636977336525
250,100,5,H200,DataCenter,fixed-point,0.0009,0.0002725128084421158,0.00022925933202107748,0.0002446286380290985,0.0006951152812689543,0.0005016,0.00066,2.319800357023875e-05,9.2792014280955e-08,2.330106993516286e-05,0.0003469545394182205,0.0003469545394182205,0.1733401122911118,0.18689056223617717
250,100,5,NVIDIA H100,Residential,floating-point,0.07,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.03016,0.046,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,1.1088161775556256,1.7138013253275357
250,100,5,NVIDIA H100,Residential,fixed-point,0.07,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.03016,0.046,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,1.1088161775556256,1.71738242218408
250,100,5,NVIDIA H100,Enterprise,floating-point,0.009000000000000001,6.760901305824518e-05,0.00010744358102480571,0.00011202134191989899,0.0007689463905990124,0.0050160000000000005,0.0066,3.52530429760615e-05,1.41012171904246e-07,4.118246336778005e-05,9.449683129787445e-05,9.449683129787445e-05,0.3156656329693705,0.4004187807412804
250,100,5,NVIDIA H100,Enterprise,fixed-point,0.009000000000000001,0.00025602502282708885,0.00029710431893666583,0.0002990203599135081,0.0007689463905990124,0.0050160000000000005,0.0066,4.464822510878244e-05,1.7859290043512977e-07,3.70821605126063e-05,0.00041259080171585083,0.00041259080171585083,0.3156656329693705,0.40399987759782474
